2008定,22933185 
2009定,21752751 
2010定,24965411 
2011定,28002279 
2012定,28082292 
2013定,29324822 
2014定,31525632 
2015定,30714628 
2016定,30950336 
2017定,32610506 
2018定,35803663 
2019定,39406181 
2020定,5896848 
